link,index,title,artist,rating,has_audio,has_video,date,uploader,total_downloads
patches.php?mode=show&unit=G3&ID=6210,6210,Petrucci Clean Tone,John Petrucci / Dream Theater,4.0,False,False,2012-08-13,ozangenc,2827
patches.php?mode=show&unit=G3&ID=6177,6177,Smells Like Teen Spirit,Nirvana,3.8,False,False,2012-08-07,ozangenc,5443
patches.php?mode=show&unit=G3&ID=6176,6176,Recharge (G3v2 patch),Henky Backer,4.3,True,False,2012-08-06,Henky Backer,3091
patches.php?mode=show&unit=G3&ID=6170,6170,Ola Englund Metal Tone,Ola Englund,4.5,False,False,2012-08-03,kusabi,1525
patches.php?mode=show&unit=G3&ID=6168,6168,EYE OF TIGER,SURVIVOR,3.5,False,False,2012-08-01,cperugac,2285
patches.php?mode=show&unit=G3&ID=6150,6150,Sweet Child o Mine,guns n roses,3.0,False,False,2012-07-29,Uemura,2736
patches.php?mode=show&unit=G3&ID=6075,6075,Slow Shimmer,Various,4.0,False,False,2012-07-13,Bret,2374
patches.php?mode=show&unit=G3&ID=6076,6076,Lead Shimmer,Various,1.0,False,False,2012-07-13,Bret,1440
patches.php?mode=show&unit=G3&ID=6070,6070,Holdsworth clean,Allan Holdsworth,1.0,False,False,2012-07-10,Chan,1594
patches.php?mode=show&unit=G3&ID=6071,6071,Holdsworth Lead 1,Allan Holdsworth,5.0,False,False,2012-07-10,Chan,1929
patches.php?mode=show&unit=G3&ID=6072,6072,Holdsworth Lead 2,Allan Holdsworth,4.0,False,False,2012-07-10,Chan,1678
patches.php?mode=show&unit=G3&ID=6026,6026,Persiana Americana,Soda Stereo,3.0,False,False,2012-06-30,cperugac,1204
patches.php?mode=show&unit=G3&ID=5991,5991,dimebag tone,pantera,3.8,False,False,2012-06-27,massimo,2495
patches.php?mode=show&unit=G3&ID=5938,5938,like smells,Nirvana,5.0,False,False,2012-06-15,Jose Molina,1777
patches.php?mode=show&unit=G3&ID=5939,5939,cowboys fh,Pantera,4.0,False,False,2012-06-15,Jose Molina,2418
patches.php?mode=show&unit=G3&ID=5940,5940,Masterme,Metallica,3.0,False,False,2012-06-15,Jose Molina,1569
patches.php?mode=show&unit=G3&ID=5892,5892,Low Man's Lyric,Metallica,2.0,False,False,2012-06-03,ozangenc,1046
patches.php?mode=show&unit=G3&ID=5893,5893,Fuel,Metallica,3.0,False,False,2012-06-03,ozangenc,1755
patches.php?mode=show&unit=G3&ID=5891,5891,ZKUN Drive,zkun,1.0,False,False,2012-06-02,zkun,983
patches.php?mode=show&unit=G3&ID=5875,5875,Run Like Hell,Pink Floyd,1.0,False,False,2012-05-27,xilex81,1830
patches.php?mode=show&unit=G3&ID=5877,5877,Gary Moore Tone,Gary Moore,3.0,False,False,2012-05-27,AlexRothwell,4647
patches.php?mode=show&unit=G3&ID=5878,5878,Death and Healing Acoustic,DeathandHealing/Wintersun,5.0,False,False,2012-05-27,DeathandHealing,1578
patches.php?mode=show&unit=G3&ID=5849,5849,Slayer,Slayer,1.0,False,False,2012-05-21,Guti 050,1986
patches.php?mode=show&unit=G3&ID=5853,5853,fish rising,Steve Hillage,1.0,False,False,2012-05-21,hawk,834
patches.php?mode=show&unit=G3&ID=5832,5832,La Freak,Cic,3.0,False,False,2012-05-07,MMcC,1366
patches.php?mode=show&unit=G3&ID=5815,5815,Walk This Way,Aerosmith,4.5,True,False,2012-05-01,Biz,6014
patches.php?mode=show&unit=G3&ID=5768,5768,La Grange 2nd Solo,ZZ Top,3.9,True,False,2012-04-11,TheFendersfine,4267
patches.php?mode=show&unit=G3&ID=5765,5765,La Grange 1st Solo,ZZ Top,4.0,True,False,2012-04-10,TheFendersfine,4926
patches.php?mode=show&unit=G3&ID=5763,5763,Cowboys from Hell,Pantera,2.3,False,False,2012-04-09,RSR,2214
patches.php?mode=show&unit=G3&ID=5760,5760,Sleeping on the Sidewalk (Brian May),Brian May (Queen),3.8,False,False,2012-04-08,Ove Tegnér (Ra...,2031
patches.php?mode=show&unit=G3&ID=5762,5762,Hold the line,TOTO,4.0,False,False,2012-04-08,Manolo Patch.,2415
patches.php?mode=show&unit=G3&ID=5757,5757,Gilmour- Coming Back2Life 2solo,David Gilmour,4.5,True,False,2012-04-06,BizzynK,3674
patches.php?mode=show&unit=G3&ID=5756,5756,Gilmour-Coming back to Life Intro,David Gilmour,3.7,True,False,2012-04-06,BizzynK,3048
patches.php?mode=show&unit=G3&ID=5751,5751,For the love of God,Steve Vai,3.0,False,False,2012-04-03,RSR,3069
patches.php?mode=show&unit=G3&ID=5743,5743,Enter Sandman,Metallica,4.3,True,False,2012-03-29,Biz,12616
patches.php?mode=show&unit=G3&ID=5740,5740,_Fuzzy,n/a,2.0,False,False,2012-03-27,Jimis,967
patches.php?mode=show&unit=G3&ID=5734,5734,Apache,The Shadows,3.5,False,False,2012-03-25,antonis,2613
patches.php?mode=show&unit=G3&ID=5735,5735,Apache (v2),The Shadows,4.7,False,False,2012-03-25,antonis,2116
patches.php?mode=show&unit=G3&ID=5730,5730,Satisfy Susie/Double Whammy,Lonnie Mack,4.0,False,False,2012-03-24,hawk,1003
patches.php?mode=show&unit=G3&ID=5731,5731,RGallagher,Rory Gallagher,3.5,False,False,2012-03-24,hawk,1666
patches.php?mode=show&unit=G3&ID=5732,5732,RGallagh 2,Rory Gallagher,5.0,False,False,2012-03-24,hawk,1251
patches.php?mode=show&unit=G3&ID=5703,5703,Machinehead,Bush,4.3,True,False,2012-03-15,Biz,2030
patches.php?mode=show&unit=G3&ID=5705,5705,Clapton,Eric Clapton,2.5,False,False,2012-03-15,hawk,4521
patches.php?mode=show&unit=G3&ID=5696,5696,Learn to Fly,Foo Fighters,1.0,False,False,2012-03-05,Biz,2324
patches.php?mode=show&unit=G3&ID=5695,5695,Zakk Wylde,Zakk Wylde,3.0,False,False,2012-03-04,Biz,3035
patches.php?mode=show&unit=G3&ID=5671,5671,Pete Loeffler tone,Chevelle - Face to the Floor,4.8,True,False,2012-02-20,Henky Backer,5415
patches.php?mode=show&unit=G3&ID=5655,5655,Slash-Sweet Child O' Mine intro,Slash,2.0,False,False,2012-02-12,Bix,3027
patches.php?mode=show&unit=G3&ID=5485,5485,telelead,n/a,4.0,False,False,2012-01-29,chad,1245
patches.php?mode=show&unit=G3&ID=5487,5487,Jimi Fuzz,Jimi Hendrix,5.0,False,False,2012-01-29,Michael,2626
patches.php?mode=show&unit=G3&ID=5482,5482,Diezel Extreme,Metal,4.3,False,False,2012-01-26,Metal Adicct,2400
patches.php?mode=show&unit=G3&ID=5481,5481,Eddie Van Halen's Brown Sound,Van Halen - On Fire,3.3,False,False,2012-01-23,Henky Backer,4626
patches.php?mode=show&unit=G3&ID=5478,5478,11th hour,lamb of god,1.0,False,False,2012-01-21,venkymustaine,2198
patches.php?mode=show&unit=G3&ID=5476,5476,Petrucci,John Petrucci,1.0,False,False,2012-01-20,Ghost G,1924
patches.php?mode=show&unit=G3&ID=5475,5475,Djent II,Djent,1.0,False,False,2012-01-18,Ghost G,1973
patches.php?mode=show&unit=G3&ID=5453,5453,Barracuda,Barracuda/Heart,3.0,False,False,2012-01-11,yuraco,1518
patches.php?mode=show&unit=G3&ID=5438,5438,Rocking out,None,1.0,False,False,2012-01-01,DeathandHealing,1107
patches.php?mode=show&unit=G3&ID=5435,5435,Everybody hurts,REM,2.0,False,False,2011-12-31,Lecodimi,1895
patches.php?mode=show&unit=G3&ID=5431,5431,My-Shredding,Manolo pacth.,1.0,False,False,2011-12-24,Manolo,1137
patches.php?mode=show&unit=G3&ID=5429,5429,Djent,Structures,5.0,False,False,2011-12-21,Becteria Infect...,1574
patches.php?mode=show&unit=G3&ID=5424,5424,Acoustic Solo,Manolo Patch.,1.0,False,False,2011-12-18,Manolo.,2389
patches.php?mode=show&unit=G3&ID=5401,5401,JoanJett,JoanJett,4.3,False,False,2011-11-27,yuraco,1887
patches.php?mode=show&unit=G3&ID=5402,5402,Get Back,Beatles,4.3,False,False,2011-11-27,yuraco,2612
patches.php?mode=show&unit=G3&ID=5398,5398,Wicked Game,Chris Isaak,4.0,False,False,2011-11-26,Tony1Kenony,2550
patches.php?mode=show&unit=G3&ID=5381,5381,lightning,live,1.0,False,False,2011-11-09,chad,1169
patches.php?mode=show&unit=G3&ID=5375,5375,Boulevard of Broken dreams,Greenday,4.0,False,False,2011-11-04,sid,2570
patches.php?mode=show&unit=G3&ID=5371,5371,Blues,General,5.0,False,False,2011-11-02,Bix,4009
patches.php?mode=show&unit=G3&ID=5372,5372,Money4Nothing,Dire Street,4.0,False,False,2011-11-02,yuraco,2867
patches.php?mode=show&unit=G3&ID=5368,5368,Boston,Boston,1.0,False,False,2011-10-28,Rico,1999
patches.php?mode=show&unit=G3&ID=5367,5367,Clean and Full,me,5.0,False,False,2011-10-26,Thommyg,2230
patches.php?mode=show&unit=G3&ID=5357,5357,ACDC Live,ACDC Live,3.0,False,False,2011-10-22,yuraco,4250
patches.php?mode=show&unit=G3&ID=5358,5358,Beatles-Dear Prudence,Beatles,4.0,False,False,2011-10-22,yuraco,1725
patches.php?mode=show&unit=G3&ID=5359,5359,PaganBaby,CCR,3.0,False,False,2011-10-22,yuraco,1229
patches.php?mode=show&unit=G3&ID=5360,5360,WalkonWater,CCR,2.5,False,False,2011-10-22,yuraco,1261
patches.php?mode=show&unit=G3&ID=5361,5361,RambleTamb,CCR,4.0,False,False,2011-10-22,yuraco,1240
patches.php?mode=show&unit=G3&ID=5355,5355,80  MS Crunch,80 Marshall JCM 800 sound,3.8,False,False,2011-10-16,Keifer,7669
patches.php?mode=show&unit=G3&ID=5352,5352,Metal style,Generic Metal,3.0,False,False,2011-10-08,Thommyg,2945
patches.php?mode=show&unit=G3&ID=5350,5350,AC/CD,Highway to hell - Angus Young,1.0,False,False,2011-10-04,Dnt,5636
patches.php?mode=show&unit=G3&ID=5347,5347,Soulful Solo,None,2.0,False,False,2011-09-30,DeathandHealing,1750
patches.php?mode=show&unit=G3&ID=5307,5307,Ethereal,n/a,5.0,False,False,2011-08-23,Jimis,1584
patches.php?mode=show&unit=G3&ID=5301,5301,Very Clean,n/a,3.0,False,False,2011-08-22,Jimis,2361
patches.php?mode=show&unit=G3&ID=5302,5302,Pitch Rising Delay,Battles,1.0,False,False,2011-08-22,Jimis,1361
patches.php?mode=show&unit=G3&ID=5303,5303,2Tone,2Tone,1.0,False,False,2011-08-22,Jimis,1637
patches.php?mode=show&unit=G3&ID=5304,5304,numb,"comfortably numb, others",2.0,False,False,2011-08-22,otter,2788
patches.php?mode=show&unit=G3&ID=5300,5300,Tom Scholz tone,Boston - Smokin,3.5,False,False,2011-08-20,Henky Backer,4816
patches.php?mode=show&unit=G3&ID=5299,5299,plexi-delay,many,4.3,False,False,2011-08-18,otter,2990
